date,actual_pnl_eur,fhs_forecast_volatility_eur,fhs_residual_skewness,fhs_residual_excess_kurtosis,fhs_var_eur,fhs_es_eur,fhs_exception
2017-03-07,-3640.599387617216,2687.171682845107,-0.4248976132338784,1.4864440468627391,8213.332229399877,10103.313108314895,False
2017-03-08,-3189.512047988802,2753.702202447226,-0.4064130455788622,1.4430133366488374,8416.725509077958,10353.560515969657,False
2017-03-09,-3276.7642558982348,2781.7769581980992,-0.403894319029575,1.4254178286729449,8502.385905721929,10458.754113242469,False
2017-03-10,2844.5790741797096,2813.932727231785,-0.38780283669160615,1.386179945396223,8600.582581969828,10579.443215517169,False
2017-03-13,369.0258401243925,2815.7809475955805,-0.39313948330219417,1.3651780274649123,8606.17228847486,10586.248658600385,False
2017-03-14,-1047.1368038551475,2731.497012902233,-0.39016368895586073,1.3730199833147214,8348.526362729115,10269.27708996892,False
2017-03-15,7895.1418314411,2660.676770025901,-0.39177632433180776,1.4462852667825787,8132.1492930324775,10003.20990645046,False
2017-03-16,973.1180013186124,3224.0416374584684,-0.30253087803881,1.4581914099267408,9854.122567476003,12121.488425119935,False
2017-03-17,2463.248807714713,3134.899599594024,-0.3041158433431194,1.4611961574616963,9581.58835767411,11786.15567424054,False
2017-03-20,1093.408931924744,3098.70861520158,-0.30203702819578127,1.4520770207403038,9471.147186001217,11650.510361791776,False
2017-03-21,498.75189228388297,3016.224193050235,-0.318908848686382,1.495145209242275,9218.829966995587,11339.889964860888,False
2017-03-22,3546.315630983188,2926.888681059021,-0.3334389308408054,1.5481598542631492,8945.650389100498,11003.699215256349,False
2017-03-23,-1303.50983312858,2967.7025400462962,-0.35205246871007734,1.551473782040583,9070.18463693472,11156.637099808797,False
2017-03-24,1013.1008724935218,2894.9562347023143,-0.3576249720932518,1.5679865897516088,8847.588867787077,10882.5265197719,False
